"","Rendimento Escolar","Inteligência","Motivação","Ansiedade","Número de Recursos","Índice Acadêmico","Idade","Sexo","Trabalha Atualmente","Design Instrucional","Atitude Postiva EAD","Resolução de Problemas","Rendimento EscolarZ","InteligênciaZ","MotivaçãoZ","AnsiedadeZ","Número de Recursos","Índice AcadêmicoZ","IdadeZ","Atitude Postiva EADZ","Resolução de ProblemasZ"
"104",56.1,95.1,20.5,10.7,10,71.3,22,"Masculino","Ativ.Remunerada","Padrão",25,46.1,-0.746921623173846,-0.384635016650141,0.10050866009435,0.322618795623293,0.117901840027442,0.0996499512909486,0.0474249928358163,-0.0438154462672625,-1.42633785458674
"105",51,86.7,14.5,10.8,12,76.1,23,"Feminino","Ativ.Remunerada","Padrão",22.1,47.3,-1.44448920043982,-1.00533189290421,-1.36143548673256,0.373159599115194,0.761002785631672,0.598159348056511,0.546635443739151,-0.946050671178941,-1.01403527898756
"106",60.2,99.4,22.4,11.3,7,68.7,20,"Feminino","Ativ.Remunerada","Padrão",25.2,47.3,-0.186132002234532,-0.0668973299962717,0.563457639922871,0.625863616574693,-0.846749578378902,-0.170375971957064,-0.950995908970854,0.0184076726921634,-1.01403527898756
"107",67.5,89,21.2,7.6,10,63.1,21,"Feminino","Estágio","Padrão",28,50.6,0.812347078950099,-0.835379176787024,0.27106881055749,-1.2441461126256,0.117901840027442,-0.751970268183554,-0.451785458067519,0.88953133812413,0.119796803910208
"108",55.8,76.6,16.4,10.2,11,62.5,24,"Masculino","Ativ.Remunerada","Padrão",24.3,49.2,-0.787955010071845,-1.75164599411446,-0.898486506904038,0.069914778163794,0.439452312829557,-0.81428394277925,1.04584589464249,-0.261596362625254,-0.361222867622176
"109",67.9,94.7,20.9,8.1,10,83,21,"Masculino","Ativ.Remunerada","Padrão",26.4,51,0.867058261480765,-0.414192010757477,0.197971603216144,-0.991442095166102,0.117901840027442,1.31476660590701,-0.451785458067519,0.39174638644872,0.257230995776603
"110",69.4,112.9,23,10,12,72.2,22,"Feminino","Ativ.Remunerada","Personalizado",29.1,53.2,1.07222519597076,0.930651221126339,0.709652054605563,-0.0311668288200053,0.761002785631672,0.193120463184492,0.0474249928358163,1.23175849240097,1.01311905104178
"111",68.7,91.9,24.2,12.7,13,85.8,22,"Feminino","Estágio","Padrão",27.3,49.8,0.976480626542094,-0.621090969508833,1.00204088397094,1.33343486546129,1.08255325843379,1.60556375402025,0.0474249928358163,0.671750421766138,-0.155071579822585
"112",55,108.5,19.1,9,13,86.5,20,"Masculino","Ativ.Remunerada","Padrão",23.2,52.1,-0.897377375133174,0.605524285945636,-0.240611640831928,-0.536574863739004,1.08255325843379,1.67826304104857,-0.950995908970854,-0.603823516902098,0.635175023409192
"113",49.9,77.3,19.6,11.4,8,63.5,23,"Masculino","Estágio","Personalizado",23.9,47.1,-1.59494495239915,-1.69992125442662,-0.118782961929686,0.676404420066593,-0.525199105576787,-0.710427818453091,0.546635443739151,-0.386042600544107,-1.08275237492075
"114",60.4,99.2,19.7,8.5,7,69.7,22,"Masculino","Ativ.Remunerada","Padrão",23.4,51,-0.1587764109692,-0.0816758270499402,-0.0944172261492377,-0.789278881198503,-0.846749578378902,-0.0665198476309051,0.0474249928358163,-0.541600397942672,0.257230995776603
"115",66.5,107.3,25.8,9,4,85.1,26,"Feminino","Ativ.Remunerada","Padrão",26.8,49.4,0.675569122623437,0.516853303623626,1.39189265645812,-0.536574863739004,-1.81140099678525,1.53286446699194,2.04426679644916,0.516192624367573,-0.29250577168898
"116",65.2,104.2,24.5,10.9,6,68.5,20,"Feminino","Estágio","Personalizado",29.5,52,0.497757779398777,0.287786599291767,1.07513809131229,0.423700402607094,-1.16830005118102,-0.191147196822296,-0.950995908970854,1.35620473031983,0.600816475442593
"117",73.5,101.5,23.3,8.6,13,75.4,23,"Feminino","Ativ.Remunerada","Personalizado",29.8,52.6,1.63301481691007,0.0882768890672451,0.782749261946908,-0.738738077706603,1.08255325843379,0.525460061028201,0.546635443739151,1.44953940875897,0.806967763242187
"118",68.8,91,18.9,6.6,9,69.1,23,"Masculino","Estágio","Personalizado",26.8,54.2,0.990158422174759,-0.687594206250341,-0.289343112392826,-1.7495541475446,-0.203648632774673,-0.128833522226601,0.546635443739151,0.516192624367573,1.35670453070777
"119",63.3,88.1,21.5,12.5,11,79.4,21,"Masculino","Ativ.Remunerada","Padrão",22.8,46.5,0.237879662378119,-0.901882413528532,0.344166017898835,1.23235325847749,0.439452312829557,0.940884558332837,-0.451785458067519,-0.72826975482095,-1.28890366272035
"120",61.3,85.7,21.6,10.7,12,72.9,19,"Feminino","Estágio","Personalizado",25.2,50.1,-0.0356762502752049,-1.07922437817255,0.368531753679284,0.322618795623293,0.761002785631672,0.265819750212804,-1.45020635987419,0.0184076726921634,-0.0519959359227864
"121",56.9,101.6,15.8,8.8,7,68.3,22,"Masculino","Estágio","Personalizado",21.8,46.9,-0.637499258112517,0.0956661375940788,-1.04468092158673,-0.637656470722803,-0.846749578378902,-0.211918421687528,0.0474249928358163,-1.03938534961808,-1.15146947085395
"122",72,86.7,13.1,6,10,70.2,21,"Feminino","Ativ.Remunerada","Personalizado",26.6,55.2,1.42784788242008,-1.00533189290421,-1.70255578765884,-2.052798968496,0.117901840027442,-0.0145917854678256,-0.451785458067519,0.453969505408147,1.70029001037376
"123",57.4,93.1,22.6,13.8,7,67.7,22,"Feminino","Estágio","Padrão",23.2,43.8,-0.569110279949186,-0.532419987186824,0.612189111483769,1.88938370387219,-0.846749578378902,-0.274232096283223,0.0474249928358163,-0.603823516902098,-2.21658445781852
"124",46.6,96.4,13.9,16.8,10,70.1,22,"Masculino","Estágio","Padrão",16.9,41.8,-2.04631220827713,-0.288574785801296,-1.50762990141525,3.40560780862918,0.117901840027442,-0.0249773979004424,0.0474249928358163,-2.56385176412402,-2.9037554171505
"125",64,125.8,20,10.4,11,49.9,21,"Masculino","Ativ.Remunerada","Personalizado",27.5,54.3,0.333624231806783,1.88386428108794,-0.0213200188078921,0.170996385147594,0.439452312829557,-2.12287110928885,-0.451785458067519,0.733973540725564,1.39106307867437
"126",54.5,90.9,21,11.7,8,63.4,20,"Masculino","Ativ.Remunerada","Padrão",23.4,48.7,-0.965766353296505,-0.694983454777175,0.222337338996593,0.828026830542292,-0.525199105576787,-0.720813430885707,-0.950995908970854,-0.541600397942672,-0.533015607455171
"127",61.6,103.3,22.3,12.4,9,74.2,21,"Masculino","Ativ.Remunerada","Personalizado",23.6,49.8,0.00535713662279424,0.22128336255026,0.539091904142423,1.18181245498559,-0.203648632774673,0.40083271183681,-0.451785458067519,-0.479377278983245,-0.155071579822585
"128",71,101.1,20.8,8.6,14,73,20,"Masculino","Ativ.Remunerada","Padrão",25.7,50.9,1.29106992609342,0.058719894959908,0.173605867435696,-0.738738077706603,1.4041037312359,0.276205362645419,-0.950995908970854,0.173965470090729,0.222872447810004
"129",58.3,86.5,17.1,9.3,8,74.6,21,"Feminino","Estágio","Personalizado",22.3,48.8,-0.44601011925519,-1.02011038995788,-0.727926356440898,-0.384952453263304,-0.525199105576787,0.442375161567273,-0.451785458067519,-0.883827552219515,-0.498657059488574
"130",73.5,99,23.9,6.5,10,79.8,23,"Masculino","Ativ.Remunerada","Personalizado",29.5,50,1.63301481691007,-0.0964543241036087,0.928943676629599,-1.8000949510365,0.117901840027442,0.9824270080633,0.546635443739151,1.35620473031983,-0.0863544838893859
"131",69.3,120.2,27,8.5,11,70.7,20,"Feminino","Ativ.Remunerada","Personalizado",30.4,53.5,1.05854740033809,1.47006636358523,1.6842814858235,-0.789278881198503,0.439452312829557,0.0373362766952538,-0.950995908970854,1.63620876563724,1.11619469494158
"132",59.6,106.3,23.5,11.2,8,68.3,22,"Feminino","Ativ.Remunerada","Personalizado",25,52.1,-0.268198776030529,0.442960818355284,0.831480733507805,0.575322813082793,-0.525199105576787,-0.211918421687528,0.0474249928358163,-0.0438154462672625,0.635175023409192
"133",61,100.6,12.2,9.4,16,57.5,24,"Masculino","Ativ.Remunerada","Padrão",22.1,50.1,-0.0767096371732031,0.0217736523257373,-1.92184740968287,-0.334411649771404,2.04720467684013,-1.33356456441004,1.04584589464249,-0.946050671178941,-0.0519959359227864
"134",65.5,94.1,25.6,9.6,5,86.9,25,"Feminino","Ativ.Remunerada","Padrão",26.3,47.7,0.538791166296775,-0.458527501918483,1.34316118489722,-0.233330042787605,-1.48985052398313,1.71980549077903,1.54505634554582,0.360634826969008,-0.87660108712116
"135",50.6,71.3,19.8,9.8,6,66.6,22,"Feminino","Ativ.Remunerada","Padrão",23,48.3,-1.49920038297049,-2.14327616603667,-0.0700514903687889,-0.132248435803805,-1.16830005118102,-0.388473833041999,0.0474249928358163,-0.666046635861524,-0.670449799321569
"136",70.3,115.8,22.1,6.3,14,68.3,21,"Masculino","Ativ.Remunerada","Padrão",30.2,50.6,1.19532535666475,1.14493942840453,0.490360432581527,-1.9011765580203,1.4041037312359,-0.211918421687528,-0.451785458067519,1.57398564667782,0.119796803910208
"137",52.4,79.6,22.5,11.7,3,76.5,23,"Masculino","Estágio","Padrão",20.7,43.8,-1.2530000615825,-1.52996853830943,0.58782337570332,0.828026830542292,-2.13295146958736,0.639701797786975,0.546635443739151,-1.38161250389492,-2.21658445781852
"138",73.7,110.4,19.6,7.1,13,69.8,22,"Feminino","Ativ.Remunerada","Personalizado",30.4,54.9,1.6603704081754,0.745920007955485,-0.118782961929686,-1.4968501300851,1.08255325843379,-0.0561342351982898,0.0474249928358163,1.63620876563724,1.59721436647396
"139",74.6,126.7,19.7,9.6,13,71.7,23,"Masculino","Ativ.Remunerada","Personalizado",26.6,52.7,1.7834705688694,1.95036751782945,-0.0944172261492377,-0.233330042787605,1.08255325843379,0.141192401021413,0.546635443739151,0.453969505408147,0.841326311208786
"140",58.6,79.8,24.1,9.1,4,54.4,25,"Masculino","Estudante","Padrão",25.4,46.2,-0.404976732357191,-1.51519004125577,0.977675148190496,-0.486034060247104,-1.81140099678525,-1.65551854982114,1.54505634554582,0.0806307916515893,-1.39197930662014
"141",65,109.8,22.8,9.6,13,79.3,21,"Masculino","Ativ.Remunerada","Personalizado",25.2,52.2,0.470402188133444,0.70158451679448,0.660920583044666,-0.233330042787605,1.08255325843379,0.93049894590022,-0.451785458067519,0.0184076726921634,0.669533571375791
"142",64.6,96.3,24,12.9,7,62.1,22,"Masculino","Ativ.Remunerada","Personalizado",22.5,46.7,0.415691005602779,-0.295964034328131,0.953309412410048,1.43451647244509,-0.846749578378902,-0.855826392509713,0.0474249928358163,-0.821604433260089,-1.22018656678715
"143",58.1,78,29.5,8.8,10,59.3,19,"Masculino","Estágio","Padrão",29.8,48.2,-0.473365710520522,-1.64819651473878,2.29342488033471,-0.637656470722803,0.117901840027442,-1.14662354062296,-1.45020635987419,1.44953940875897,-0.704808347288165
"144",61.9,78.8,22.7,8.4,17,77.5,20,"Feminino","Ativ.Remunerada","Personalizado",31.3,53.2,0.0463905235207924,-1.58908252652411,0.636554847264217,-0.839819684690403,2.36875514964225,0.743557922113134,-0.950995908970854,1.91621280095466,1.01311905104178
"145",62.8,77.6,20.8,7,8,79.4,21,"Feminino","Ativ.Remunerada","Personalizado",28,49.2,0.169490684214788,-1.67775350884612,0.173605867435696,-1.547390933577,-0.525199105576787,0.940884558332837,-0.451785458067519,0.88953133812413,-0.361222867622176
"146",65.9,92.6,11.2,8.4,17,66.9,21,"Masculino","Ativ.Remunerada","Padrão",24.1,53.1,0.593502348827441,-0.569366229820995,-2.16550476748736,-0.839819684690403,2.36875514964225,-0.35731699574415,-0.451785458067519,-0.32381948158468,0.978760503075181
"147",59.5,79.5,30.8,7.7,5,64.5,20,"Masculino","Estágio","Padrão",26.4,47.5,-0.281876571663196,-1.53735778683627,2.61017944548054,-1.1936053091337,-1.48985052398313,-0.606571694126932,-0.950995908970854,0.39174638644872,-0.945318183054359
"148",57.9,109.6,18.1,10.8,7,68.7,24,"Masculino","Ativ.Remunerada","Personalizado",23,50.3,-0.500721301785855,0.686806019740811,-0.484268998636413,0.373159599115194,-0.846749578378902,-0.170375971957064,1.04584589464249,-0.666046635861524,0.0167211600104099
"149",71.8,129.4,29.5,8.3,7,75.5,20,"Masculino","Estágio","Personalizado",30.6,50.2,1.40049229115474,2.14987722805397,2.29342488033471,-0.890360488182302,-0.846749578378902,0.535845673460816,-0.950995908970854,1.69843188459667,-0.017637387956187
"150",62.3,82,21.5,10.6,14,83.3,21,"Masculino","Estudante","Personalizado",24.6,48.7,0.101101706051457,-1.35262657366541,0.344166017898835,0.272077992131394,1.4041037312359,1.34592344320486,-0.451785458067519,-0.168261684186114,-0.533015607455171
"151",70.9,111,26.2,9.7,8,79,20,"Masculino","Ativ.Remunerada","Personalizado",32.3,52.2,1.27739213046075,0.79025549911649,1.48935559957991,-0.182789239295705,-0.525199105576787,0.899342108602373,-0.950995908970854,2.22732839575179,0.669533571375791
"152",67.7,110.8,19.6,7.1,4,87.3,22,"Masculino","Ativ.Remunerada","Padrão",26.8,50.7,0.839702670215432,0.775477002062821,-0.118782961929686,-1.4968501300851,-1.81140099678525,1.76134794050949,0.0474249928358163,0.516192624367573,0.154155351876808
"153",61.5,104.7,22,8.4,4,58.7,21,"Masculino","Estudante","Padrão",30.2,48.3,-0.00832065900987214,0.324732841925938,0.465994696801078,-0.839819684690403,-1.81140099678525,-1.20893721521865,-0.451785458067519,1.57398564667782,-0.670449799321569
"154",53.3,85.9,20.9,11.8,10,59.3,23,"Masculino","Estágio","Padrão",25.2,45.9,-1.1298999008885,-1.06444588111888,0.197971603216144,0.878567634034192,0.117901840027442,-1.14662354062296,0.546635443739151,0.0184076726921634,-1.49505495051994
"155",60.4,98.3,19.3,11.8,15,74.1,16,"Feminino","Ativ.Remunerada","Personalizado",24.1,47.8,-0.1587764109692,-0.148179063791448,-0.191880169271031,0.878567634034192,1.72565420403802,0.390447099404193,-2.94783771258419,-0.32381948158468,-0.842242539154563
"156",57.3,96.1,19.5,14,9,70.1,21,"Feminino","Ativ.Remunerada","Padrão",23,45.7,-0.582788075581852,-0.3107425313818,-0.143148697710135,1.99046531085599,-0.203648632774673,-0.0249773979004424,-0.451785458067519,-0.666046635861524,-1.56377204645314
"157",64.5,107.9,24.1,10,14,62.5,21,"Masculino","Estágio","Personalizado",29.7,52.6,0.402013209970113,0.561188794784631,0.977675148190496,-0.0311668288200053,1.4041037312359,-0.81428394277925,-0.451785458067519,1.41842784927925,0.806967763242187
"158",68.3,94.8,19.2,7,6,64.1,24,"Masculino","Estágio","Padrão",27.7,51.8,0.921769444011428,-0.406802762230643,-0.21624590505148,-1.547390933577,-1.16830005118102,-0.648114143857396,1.04584589464249,0.79619665968499,0.532099379509394
"159",66,113.7,11.8,8.5,6,82.8,20,"Masculino","Estágio","Personalizado",21.4,51,0.607180144460106,0.989765209341012,-2.01931035280467,-0.789278881198503,-1.16830005118102,1.29399538104178,-0.950995908970854,-1.16383158753693,0.257230995776603
"160",56.9,94.8,19.2,10.8,7,59,20,"Feminino","Estágio","Personalizado",26.6,48.7,-0.637499258112517,-0.406802762230643,-0.21624590505148,0.373159599115194,-0.846749578378902,-1.17778037792081,-0.950995908970854,0.453969505408147,-0.533015607455171
"161",63.2,114.7,22.2,13.8,8,56.3,26,"Masculino","Ativ.Remunerada","Padrão",24.1,52.8,0.224201866745453,1.06365769460935,0.514726168361974,1.88938370387219,-0.525199105576787,-1.45819191360144,2.04426679644916,-0.32381948158468,0.875684859175383
"162",52.4,85.3,22.5,10.2,8,54.3,22,"Masculino","Ativ.Remunerada","Personalizado",25,47,-1.2530000615825,-1.10878137227989,0.58782337570332,0.069914778163794,-0.525199105576787,-1.66590416225375,0.0474249928358163,-0.0438154462672625,-1.11711092288735
"163",61,82.4,22.5,12.3,17,70,24,"Masculino","Ativ.Remunerada","Personalizado",25,51.4,-0.0767096371732031,-1.32306957955808,0.58782337570332,1.13127165149369,2.36875514964225,-0.0353630103330577,1.04584589464249,-0.0438154462672625,0.394665187642999
"164",64.6,145.4,13.2,11.5,6,81.6,22,"Masculino","Ativ.Remunerada","Personalizado",21.4,52.3,0.415691005602779,3.33215699234744,-1.67819005187839,0.726945223558492,-1.16830005118102,1.16936803185039,0.0474249928358163,-1.16383158753693,0.703892119342388
"165",69.6,94.2,21.5,7.7,8,82.9,25,"Feminino","Ativ.Remunerada","Padrão",29.1,50.8,1.09958078723609,-0.451138253391648,0.344166017898835,-1.1936053091337,-0.525199105576787,1.30438099347439,1.54505634554582,1.23175849240097,0.188513899843405
"166",63.6,104.2,23.9,9.7,8,82.9,22,"Feminino","Ativ.Remunerada","Padrão",25,48.5,0.278913049276118,0.287786599291767,0.928943676629599,-0.182789239295705,-0.525199105576787,1.30438099347439,0.0474249928358163,-0.0438154462672625,-0.60173270338837
"167",60.1,108.9,25.1,12.6,10,67.4,19,"Masculino","Ativ.Remunerada","Padrão",27.9,54.1,-0.199809797867199,0.635081280052973,1.22133250599498,1.28289406196939,0.117901840027442,-0.30538893358107,-1.45020635987419,0.858419778644416,1.32234598274117
"168",68.7,93.2,19.1,11.8,8,70.7,26,"Masculino","Estágio","Personalizado",18.9,50.3,0.976480626542094,-0.525030738659989,-0.240611640831928,0.878567634034192,-0.525199105576787,0.0373362766952538,2.04426679644916,-1.94162057452976,0.0167211600104099
"169",59.8,107.2,18.7,10.9,13,75.7,25,"Masculino","Ativ.Remunerada","Personalizado",23,50.3,-0.240843184765198,0.509464055096792,-0.338074583953723,0.423700402607094,1.08255325843379,0.556616898326049,1.54505634554582,-0.666046635861524,0.0167211600104099
"170",65.9,105.2,26,11,10,80.1,23,"Masculino","Ativ.Remunerada","Padrão",28.8,49.8,0.593502348827441,0.361679084560109,1.44062412801902,0.474241206098993,0.117901840027442,1.01358384536115,0.546635443739151,1.13842381396183,-0.155071579822585
"171",50.2,97,13.3,9,8,57.5,22,"Feminino","Ativ.Remunerada","Padrão",21.1,51.3,-1.55391156550115,-0.244239294640292,-1.65382431609794,-0.536574863739004,-0.525199105576787,-1.33356456441004,0.0474249928358163,-1.25716626597607,0.360306639676399
"172",79.6,100.9,18.3,7.4,14,74.8,23,"Masculino","Estágio","Personalizado",28.4,56.7,2.46736035050271,0.0439413979062406,-0.435537527075516,-1.3452277196094,1.4041037312359,0.463146386432505,0.546635443739151,1.01397757604298,2.21566822987274
"173",54.8,99.5,21.8,12.6,9,77.2,20,"Feminino","Ativ.Remunerada","Padrão",22.7,48.7,-0.924732966398507,-0.059508081469438,0.417263225240181,1.28289406196939,-0.203648632774673,0.712401084815287,-0.950995908970854,-0.759381314300663,-0.533015607455171
"174",80.6,129.8,13.5,7.2,12,85.2,25,"Masculino","Estágio","Personalizado",25.7,52.8,2.60413830682937,2.17943422216131,-1.60509284453704,-1.4463093265932,0.761002785631672,1.54325007942456,1.54505634554582,0.173965470090729,0.875684859175383
"175",55.9,89.6,21.1,8.1,9,65.8,22,"Masculino","Ativ.Remunerada","Padrão",23.7,50.6,-0.774277214439179,-0.79104368562602,0.246703074777042,-0.991442095166102,-0.203648632774673,-0.471558732502926,0.0474249928358163,-0.448265719503533,0.119796803910208
"176",66.3,84.7,27.5,11.3,12,88.2,24,"Feminino","Estágio","Personalizado",28,52.9,0.648213531358104,-1.15311686344089,1.80611016472574,0.625863616574693,0.761002785631672,1.85481845240304,1.04584589464249,0.88953133812413,0.910043407141982
"177",64.3,100.5,20,7.5,10,62.5,22,"Feminino","Ativ.Remunerada","Personalizado",28,50.6,0.374657618704781,0.0143844037989035,-0.0213200188078921,-1.2946869161175,0.117901840027442,-0.81428394277925,0.0474249928358163,0.88953133812413,0.119796803910208
"178",64.5,104.3,18.9,8.9,11,66.1,22,"Masculino","Ativ.Remunerada","Padrão",24.8,51.3,0.402013209970113,0.295175847818601,-0.289343112392826,-0.587115667230903,0.439452312829557,-0.440401895205078,0.0474249928358163,-0.106038565226688,0.360306639676399
"179",83.7,106.1,21.9,7.6,9,87.9,25,"Masculino","Ativ.Remunerada","Personalizado",24.8,50.4,3.02814997144202,0.428182321301616,0.441628961020629,-1.2441461126256,-0.203648632774673,1.82366161510519,1.54505634554582,-0.106038565226688,0.0510797079770094
"180",56.1,93.6,18.9,11.2,10,74.5,21,"Masculino","Ativ.Remunerada","Personalizado",22.3,50.3,-0.746921623173846,-0.495473744552653,-0.289343112392826,0.575322813082793,0.117901840027442,0.431989549134658,-0.451785458067519,-0.883827552219515,0.0167211600104099
"181",53.9,85.1,23.3,10.9,14,63.8,20,"Feminino","Ativ.Remunerada","Padrão",21.8,50,-1.0478331270925,-1.12355986933356,0.782749261946908,0.423700402607094,1.4041037312359,-0.679270981155244,-0.950995908970854,-1.03938534961808,-0.0863544838893859
"182",71.7,117.7,23.6,10.8,12,66.6,22,"Masculino","Estágio","Personalizado",27,55.8,1.38681449552208,1.28533515041438,0.855846469288254,0.373159599115194,0.761002785631672,-0.388473833041999,0.0474249928358163,0.578415743326999,1.90644129817335
"183",51.8,95.1,20,10.9,11,70.5,18,"Feminino","Estágio","Padrão",25.2,49.6,-1.33506683537849,-0.384635016650141,-0.0213200188078921,0.423700402607094,0.439452312829557,0.0165650518300218,-1.94941681077752,0.0184076726921634,-0.223788675755781
"184",54.2,87.9,15.3,11.1,10,70,24,"Masculino","Estágio","Personalizado",19.4,47.8,-1.0067997401945,-0.916660910582199,-1.16650960048897,0.524782009590893,0.117901840027442,-0.0353630103330577,1.04584589464249,-1.78606277713119,-0.842242539154563
"185",52.7,96.7,14.7,11.3,9,62.8,23,"Masculino","Ativ.Remunerada","Padrão",19.6,49.3,-1.2119666746845,-0.266407040220794,-1.31270401517166,0.625863616574693,-0.203648632774673,-0.783127105481403,0.546635443739151,-1.72383965817177,-0.326864319655579
"186",70.3,97.2,17.6,6.1,5,82.5,20,"Masculino","Estágio","Padrão",26.8,49.2,1.19532535666475,-0.229460797586623,-0.606097677538656,-2.0022581650041,-1.48985052398313,1.26283854374393,-0.950995908970854,0.516192624367573,-0.361222867622176
"187",72.1,115.5,23.2,9.7,8,78.3,22,"Masculino","Ativ.Remunerada","Personalizado",25,52.9,1.44152567805274,1.12277168282403,0.758383526166459,-0.182789239295705,-0.525199105576787,0.826642821574061,0.0474249928358163,-0.0438154462672625,0.910043407141982
"188",51.3,101.2,12.2,10.2,7,56.7,22,"Feminino","Estágio","Personalizado",18,45.5,-1.40345581354182,0.0661091434867428,-1.92184740968287,0.069914778163794,-0.846749578378902,-1.41664946387097,0.0474249928358163,-2.22162460984718,-1.63248914238634
"189",60,110.6,12.5,11.4,8,68.7,22,"Feminino","Ativ.Remunerada","Personalizado",20.2,49.8,-0.213487593499865,0.760698505009153,-1.84875020234153,0.676404420066593,-0.525199105576787,-0.170375971957064,0.0474249928358163,-1.53717030129349,-0.155071579822585
"190",53.6,93,17.4,7.6,12,60.5,18,"Feminino","Estágio","Padrão",22.1,53.1,-1.0888665139905,-0.539809235713658,-0.654829149099553,-1.2441461126256,0.761002785631672,-1.02199619143157,-1.94941681077752,-0.946050671178941,0.978760503075181
"191",59.4,103,21.6,9,6,62,20,"Masculino","Ativ.Remunerada","Personalizado",27.3,49.5,-0.295554367295862,0.199115616969757,0.368531753679284,-0.536574863739004,-1.16830005118102,-0.866212004942329,-0.950995908970854,0.671750421766138,-0.25814722372238
"192",60.4,95.5,16.3,7.9,6,72.1,23,"Feminino","Ativ.Remunerada","Padrão",24.6,50.7,-0.1587764109692,-0.355078022542804,-0.922852242684486,-1.0925237021499,-1.16830005118102,0.182734850751875,0.546635443739151,-0.168261684186114,0.154155351876808
"193",57,101.3,23.5,12.1,8,63.3,24,"Masculino","Ativ.Remunerada","Padrão",26.6,51.1,-0.62382146247985,0.0734983920135766,0.831480733507805,1.03019004450989,-0.525199105576787,-0.731199043318323,1.04584589464249,0.453969505408147,0.291589543743203
"194",60,87.5,21.3,12.6,11,62.2,25,"Masculino","Estágio","Personalizado",24.6,46,-0.213487593499865,-0.946217904689536,0.295434546337938,1.28289406196939,0.439452312829557,-0.845440780077097,1.54505634554582,-0.168261684186114,-1.46069640255334
"195",48.7,81.6,19.3,11.6,8,65.6,21,"Feminino","Estudante","Padrão",19.8,46.3,-1.75907849999114,-1.38218356777275,-0.191880169271031,0.777486027050392,-0.525199105576787,-0.492329957368158,-0.451785458067519,-1.66161653921234,-1.35762075865355
"196",72.9,128,23.3,7.6,9,87,23,"Feminino","Ativ.Remunerada","Padrão",27,51.6,1.55094804311407,2.0464277486783,0.782749261946908,-1.2441461126256,-0.203648632774673,1.73019110321164,0.546635443739151,0.578415743326999,0.463382283576197
"197",69.7,108.4,21.6,10.9,10,89.9,23,"Masculino","Estágio","Padrão",22.3,52.4,1.11325858286876,0.598135037418802,0.368531753679284,0.423700402607094,0.117901840027442,2.03137386375751,0.546635443739151,-0.883827552219515,0.738250667308988
"198",45.2,82.5,18.2,12.3,6,76.3,19,"Feminino","Estágio","Padrão",23,44.1,-2.23780134713446,-1.31568033103124,-0.459903262855965,1.13127165149369,-1.16830005118102,0.618930572921743,-1.45020635987419,-0.666046635861524,-2.11350881391872
"199",52.7,91.4,20.9,10.3,13,64.1,20,"Masculino","Ativ.Remunerada","Padrão",28,49.3,-1.2119666746845,-0.658037212143004,0.197971603216144,0.120455581655695,1.08255325843379,-0.648114143857396,-0.950995908970854,0.88953133812413,-0.326864319655579
"200",61.5,83.4,22.6,8.9,9,62.5,21,"Masculino","Ativ.Remunerada","Personalizado",29.3,48.2,-0.00832065900987214,-1.24917709428974,0.612189111483769,-0.587115667230903,-0.203648632774673,-0.81428394277925,-0.451785458067519,1.2939816113604,-0.704808347288165
"201",55.4,130.8,21.4,7.8,10,66,20,"Feminino","Ativ.Remunerada","Padrão",27,49.1,-0.84266619260251,2.25332670742965,0.319800282118386,-1.1430645056418,0.117901840027442,-0.450787507637694,-0.950995908970854,0.578415743326999,-0.395581415588776
"202",64.4,118.4,17.4,8.7,12,61.7,24,"Feminino","Ativ.Remunerada","Personalizado",26.3,53,0.388335414337448,1.33705989010222,-0.654829149099553,-0.688197274214704,0.761002785631672,-0.897368842240177,1.04584589464249,0.360634826969008,0.944401955108582
"203",58.2,96.3,23.4,11.4,4,76,22,"Masculino","Ativ.Remunerada","Padrão",23.9,48.9,-0.459687914887856,-0.295964034328131,0.807114997727356,0.676404420066593,-1.81140099678525,0.587773735623896,0.0474249928358163,-0.386042600544107,-0.464298511521974
"204",77,107.6,24.6,9.1,11,65.6,24,"Feminino","Ativ.Remunerada","Personalizado",31.1,56,2.11173766405339,0.539021049204128,1.09950382709274,-0.486034060247104,0.439452312829557,-0.492329957368158,1.04584589464249,1.85398968199524,1.97515839410655
"205",56.9,94.2,21.1,10.5,11,44.6,21,"Masculino","Estágio","Padrão",23.7,48.5,-0.637499258112517,-0.451138253391648,0.246703074777042,0.221537188639494,0.439452312829557,-2.67330856821749,-0.451785458067519,-0.448265719503533,-0.60173270338837
"206",52.7,93.3,20.6,12.6,8,58.2,21,"Masculino","Ativ.Remunerada","Padrão",21.6,45.4,-1.2119666746845,-0.517641490133156,0.124874395874799,1.28289406196939,-0.525199105576787,-1.26086527738173,-0.451785458067519,-1.10160846857751,-1.66684769035294
"207",64.8,89,19.7,11.2,4,89.7,20,"Feminino","Ativ.Remunerada","Padrão",23.2,50,0.443046596868112,-0.835379176787024,-0.0944172261492377,0.575322813082793,-1.81140099678525,2.01060263889227,-0.950995908970854,-0.603823516902098,-0.0863544838893859
"208",62.4,91.7,28.6,12.7,7,82,24,"Masculino","Estágio","Personalizado",25.4,52.1,0.114779501684123,-0.635869466562502,2.07413325831068,1.33343486546129,-0.846749578378902,1.21091048158085,1.04584589464249,0.0806307916515893,0.635175023409192
